"Abbas, Safia","Sawamura, Hajime",,,,,,,,
"Johnson, Matthew W.","Eagle, Michael J.","Stamper, John C.","Barnes, Tiffany",,,,,,
"Johnson, Stuart","Zaïane, Osmar",,,,,,,,
"Joshi, Ambarish","Fancsali, Stephen E.","Ritter, Steven","Nixon, Tristan","Berman, Susan R.",,,,,
"Jugo, Igor","Kovačić, Božidar","Slavuj, Vanja",,,,,,,
"Jugo, Igor","Slavuj, Vanja","Kovačić, Božidar",,,,,,,
"Kabakchieva, Dorina","Stefanova, Kamelia","Kisimov, Valentin",,,,,,,
"Kai, Shiming","Paquette, Luc","Baker, Ryan S.J.d.","Bosch, Nigel","D'Mello, Sidney K. D.","Ocumpaugh, Jaclyn L.","Shute, Valerie J.","Ventura, Matthew",,
"Kardan, Samad","Conati, Cristina",,,,,,,,
"Käser, Tanja","Koedinger, Kenneth R.","Gross, Markus",,,,,,,
"Kay, Judy",,,,,,,,,
"Kelly, Kim M.","Arroyo, Ivon","Heffernan, Neil T.",,,,,,,
"Kelly, Kim M.","Wang, Yan","Thompson, Tamisha","Heffernan, Neil T.",,,,,,
"Kelly, Kim","Heffernan, Neil T.",,,,,,,,
"Keshtkar, Fazel","Cowart, Jordan","Kingen, Ben","Crutcher, Andrew",,,,,,
"Keshtkar, Fazel","Morgan, Brent","Graesser, Arthur C.",,,,,,,
"Khajah, Mohammad M.","Wing, Rowan M.","Lindsey, Robert V.","Mozer, Michael C.",,,,,,
"Khodeir, Nabila","Wanas, Nayer","Darwish, Nevin","Hegazy, Nadia",,,,,,
"Kidziński, Łukasz","Sharma, Kshitij","Boroujeni, Mina Shirvani","Dillenbourg, Pierre",,,,,,
"Kim, Jeong Hyun","Park, Yeonjeong","Song, Jongwoo","Jo, Il-Hyun",,,,,,
"Kim, Jihie","Shaw, Erin","Xu, Hao","V, Adarsh G",,,,,,
"Kinnebrew, John S.","Biswas, Gautam",,,,,,,,
"Kinnebrew, John S.","Mack, Daniel L. C.","Biswas, Gautam",,,,,,,
"Klingler, Severin","Solenthaler, Barbara","Gross, Markus","Käser, Tanja",,,,,,
"Koch, Michael","Ring, Markus","Otto, Florian","Landes, Dieter",,,,,,
"Kocielnik, Rafal","Pechenizkiy, Mykola","Sidorova, Natalia",,,,,,,
"Koedinger, Kenneth R.","Carbonell, Jaime","Chaplot, Devendra Singh","Yang, Yiming",,,,,,
"Koedinger, Kenneth R.","Cunningham, Kyle","Skogsholm, Alida","Leber, Brett",,,,,,
"Koedinger, Kenneth R.","McLaughlin, Elizabeth A.",,,,,,,,
"Koedinger, Kenneth R.","McLaughlin, Elizabeth A.","Liu, Ran",,,,,,,
"Koedinger, Kenneth R.","McLaughlin, Elizabeth A.","Stamper, John C.",,,,,,,
"Koedinger, Kenneth R.","Pavlik Jr., Philip I.","Stamper, John C.","Nixon, Tristan","Ritter, Steven",,,,,
"Koedinger, Kenneth R.","Stamper, John C.",,,,,,,,
"Kokkodis, Marios","Kannan, Anitha","Kenthapadi, Krishnaram",,,,,,,
"Koprinska, Irena",,,,,,,,,
"Koprinska, Irena","Stretton, Joshua","Yacef, Kalina",,,,,,,
"Krüger, André","Merceron, Agathe","Wolf, Benjamin",,,,,,,
"Krüger, André","Merceron, Agathe","Wolf, Benjamin",,,,,,,
"Kyrilov, Angelo",,,,,,,,,
"Labarthe, Hugues","Yacef, Kalina","Bouchet, François","Bachelet, Rémi",,,,,,
"Labutov, Igor","Lipson, Hod",,,,,,,,
"Labutov, Igor","Studer, Christoph",,,,,,,,
"Lallé, Sebastien","Luengo, Vanda",,,,,,,,
"Lan, Andrew S.","Studer, Christoph","Baraniuk, Richard G.",,,,,,,
"Lan, Andrew S.","Studer, Christoph","Waters, Andrew E.","Baraniuk, Richard G.",,,,,,
"Lan, Andrew S.","Waters, Andrew E.","Studer, Christoph","Baraniuk, Richard G.",,,,,,
"Lang, Charles",,,,,,,,,
"Lang, Charles","Heffernan, Neil T.","Ostrow, Korinn S.","Wang, Yutao",,,,,,
"Lee, Ji Eun","Recker, Mimi","Bowers, Alex J.","Yuan, Min",,,,,,
"Lee, Jung In","Brunskill, Emma",,,,,,,,
"Lee, Seong Jae","Liu, Yun-En","Popović, Zoran",,,,,,,
"Lehman, Blair","Cade, Whitney L.","Olney, Andrew M.",,,,,,,
"Lemmerich, Florian","Ifland, Marianus","Puppe, Frank",,,,,,,
"Lewkow, Nicholas","Feild, Jacqueline","Zimmerman, Neil","Boulanger, David","Seanosky, Jeremie",,,,,
"Lewkow, Nicholas","Zimmerman, Neil","Riedesel, Mark","Essa, Alfred",,,,,,
"Li, Chen","Calico, Tiago","Ramineni, Chaitanya",,,,,,,
"Li, Haiying","Graesser, Arthur C.","Cai, Zhiqiang",,,,,,,
"Li, Haiying","Graesser, Arthur C.","Cai, Zhiqiang",,,,,,,
"Li, Nan","Cohen, William W.","Koedinger, Kenneth R.",,,,,,,
"Li, Nan","Cohen, William W.","Koedinger, Kenneth R.","Matsuda, Noboru",,,,,,
"Li, Qiujie","Baker, Rachel",,,,,,,,
"Li, Shoujing","Xiong, Xiaolu","Beck, Joseph E.",,,,,,,
"Lindsey, Robert V.","Mozer, Michael C.","Khajah, Mohammad M.",,,,,,,
"Linn, Marcia C.",,,,,,,,,
"Liu, Ran","Koedinger, Kenneth R.",,,,,,,,
"Liu, Sen","Kim, Jihie","Macskassy, Sofus A.","Shaw, Erin",,,,,,
"Liu, Yun-En","Mandel, Travis","Brunskill, Emma","Popović, Zoran",,,,,,
"Liu, Yun-En","Mandel, Travis","Butler, Eric","Andersen, Erik","O'Rourke, Eleanor","Brunskill, Emma","Popović, Zoran",,,
"Liu, Zhongxiu",,,,,,,,,
"Liu, Zhongxiu","Brown, Rebecca","Lynch, Collin F.","Barnes, Tiffany","Baker, Ryan S.J.d.","Bergner, Yoav","McNamara, Danielle S.",,,
"Liu, Zhongxiu","Pataranutaporn, Visit","Baker, Ryan S.J.d.","Ocumpaugh, Jaclyn L.",,,,,,
"Lopes, Manuel","Clement, Benjamin","Roy, Didier","Oudeyer, Pierre-Yves",,,,,,
"López, Manuel Ignacio","Luna, José María","Romero, Cristóbal","Ventura, Sebastián",,,,,,
"Lu, Yihan","Hsiao, I-Han",,,,,,,,
"Luna Bazaldua, Diego A.","Khan, Saad","von Davier, Alina A.","Hao, Jiangang","Liu, Lei","Wang, Zuowei",,,,
"Luo, Jingyi","E. Sorour, Shaymaa","Goda, Kazumasa","Mine, Tsunenori",,,,,,
"Luo, Ling","Koprinska, Irena","Liu, Wei",,,,,,,
"Lynch, Collin F.","Ashley, Kevin D.",,,,,,,,
"Lynch, Collin F.","Ashley, Kevin D.","Pinkwart, Niels","Aleven, Vincent",,,,,,
"Lynch, Collin F.","Falakmasir, Mohammad Hassan","Ashley, Kevin D.",,,,,,,
"Ma, Yijun","Agnihotri, Lalitha","Baker, Ryan S.J.d.","Mojarad, Shirin",,,,,,
"Maass, Jaclyn K.","Pavlik Jr., Philip I.",,,,,,,,
"Macfadyen, Leah P.","Sorenson, Peter",,,,,,,,
"Machardy, Zachary","Pardos, Zachary A.",,,,,,,,
"Maclellan, Christopher J.","Harpstead, Erik","Patel, Rony","Koedinger, Kenneth R.",,,,,,
"MacLellan, Christopher J.","Liu, Ran","Koedinger, Kenneth R.",,,,,,,
"Madhyastha, Tara","Tanimoto, Steven",,,,,,,,
"Maldonado, Roberto Martinez","Yacef, Kalina","Kay, Judy",,,,,,,
"Maldonado, Roberto Martinez","Yacef, Kalina","Kay, Judy","Al-Qaraghuli, Ammar","Kharrufa, Ahmed",,,,,
"Malkiewich, Laura","Baker, Ryan S.J.d.","Shute, Valerie J.","Kai, Shiming","Paquette, Luc",,,,,
"Mallavarapu, Aditi","Lyons, Leilah","Minor, Emily","Slattery, Brian","Zellner, Moira","Shelley, Tia",,,,
"Marquez-Vera, Carlos","Romero, Cristóbal","Ventura, Sebastián",,,,,,,
"Martin, Taylor","Aghababyan, Ani","Velasquez, Nicole Forsgren","Janisiewicz, Philip",,,,,,
"Martin, Taylor","Aghababyan, Ani","Velasquez, Nicole Forsgren","Maughan, Jason","Janisiewicz, Philip",,,,,
"Martinez-Maldonado, Roberto","Yacef, Kalina","Kay, Judy",,,,,,,
"Martori, Francesc","Cuadros, Jordi","González-Sabaté, Lucinio",,,,,,,
"Mathews, Moffat","Mitrovic, Tanja",,,,,,,,
"Matsuda, Noboru","Chandrasekaran, Sanjay","Stamper, John",,,,,,,
"Matsuda, Noboru","Furukawa, Tadanobu","Bier, Norman","Faloutsos, Christos",,,,,,
"Maull, Keith E.","Saldivar, Manuel Gerardo","Sumner, Tamara",,,,,,,
"Maull, Keith E.","Saldivar, Manuel Gerardo","Sumner, Tamara",,,,,,,
"Maull, Keith E.","Sumner, Tamara",,,,,,,,
"Maull, Keith","Quigley, David","Dibie, Ogheneovo","Sumner, Tamara",,,,,,
"Mavrikis, Manolis",,,,,,,,,
"McBroom, Jessica","Jeffries, Bryn","Koprinska, Irena","Yacef, Kalina",,,,,,
"McBroom, Jessica","Jeffries, Bryn","Koprinska, Irena","Yacef, Kalina",,,,,,
"McCuaig, Judi","Baldwin, Julia",,,,,,,,
"McNamara, Danielle S.",,,,,,,,,
"Mctavish, Thomas S.","Larusson, Johann Ari",,,,,,,,
"Merceron, Agathe",,,,,,,,,
"Merceron, Agathe","Schwarzrock, Sebastian","Elkina, Margarita","Pursian, Andreas","Beuster, Liane","Fortenbacher, Albrecht","Kappe, Leonard","Wenzlaff, Boris",,
"Merceron, Agathe","Schwarzrock, Sebastian","Elkina, Margarita","Pursian, Andreas","Beuster, Liane","Fortenbacher, Albrecht","Kappe, Leonard","Wenzlaff, Boris",,
"Merceron, Agathe","Yacef, Kalina",,,,,,,,
"Miao, Chunyan","Shen, Zhiqi","Zeng, Zhiwei","Borjigin, Ailiya",,,,,,
"Miller, Dee L.","Soh, Leen-Kiat",,,,,,,,
"Mills, Caitlin","Bixler, Robert","Wang, Xinyi","D'Mello, Sidney K. D.",,,,,,
"Mills, Caitlin","D'Mello, Sidney K. D.",,,,,,,,
"Mintz, Lisa","Stefanescu, Dan","D'Mello, Sidney K. D.","Graesser, Arthur C.",,,,,,
"Młynarska, Ewa","Cunningham, Pádraig","Greene, Derek",,,,,,,
"Mojarad, Shirin",,,,,,,,,
"Mokbel, Bassam","Gross, Sebastian","Paassen, Benjamin","Pinkwart, Niels","Hammer, Barbara",,,,,
"Montalvo, Orlando","Baker, Ryan S.J.d.","Sao Pedro, Michael A.","Nakama, Adam","Gobert, Janice D.",,,,,
"Moreno, Lorenzo","González, Carina","Estevez, Román","Pesquet-Popescu, Beatrice",,,,,,
"Moretti, Antonio","González-Brenes, José","McKnight, Katherine",,,,,,,
"Moretti, Antonio","McKnight, Kathy","Salleb-Aouissi, Ansaf",,,,,,,
"Morgan, Brent","Baggett, William","Rus, Vasile",,,,,,,
"Mori, Makoto","Chan, Philip K.",,,,,,,,
"Morrison, Donald M.","Nye, Benjamin","Samei, Borhan","Datla, Vivek Varma","Kelly, Craig","Rus, Vasile",,,,
"Mostafavi, Behrooz","Barnes, Tiffany",,,,,,,,
"Mostafavi, Behrooz","Barnes, Tiffany",,,,,,,,
"Mostafavi, Behrooz","Barnes, Tiffany","Croy, Marvin J.",,,,,,,
"Mostafavi, Behrooz","Liu, Zhongxiu","Barnes, Tiffany",,,,,,,
"Mostow, Jack","Beck, Joseph E.",,,,,,,,
"Mostow, Jack","Gates, Donna","Ellison, Ross","Goutam, Rahul",,,,,,
"Mostow, Jack","González-Brenes, José P.","Tan, Bao Hong",,,,,,,
"Mostow, Jack","Tan, Bao Hong",,,,,,,,
"Mostow, Jack","Xu, Yanbo","Munna, Mdahaduzzaman",,,,,,,
"Mostow, Jack","Zhang, Xiaonan",,,,,,,,
"Mott, Bradford W.","Min, Wookhee","Wiggins, Joseph B.","Pezzullo, Lydia G.","Boyer, Kristy Elizabeth","Frankosky, Megan H.","Wiebe, Eric N.","Lester, James C.","Vail, Alexandria K.",
"Možina, Martin","Guid, Matej","Sadikov, Aleksander","Groznik, Vida","Krivec, Jana","Bratko, Ivan",,,,
"Müller, Jonas C.","Kretzschmar, André","Greiff, Samuel",,,,,,,
"Nagata, Ryo","Takeda, Keigo","Suda, Koji","Kakegawa, Junichi","Morihiro, Koichiro",,,,,
"Nam, SungJin",,,,,,,,,
"Ng, Kelvin H. R.","Hartman, Kevin","Liu, Kai","Khong, Andy W. H.",,,,,,
"Nicolajsen, Peter Halkier","Plank, Barbara",,,,,,,,
"Niraula, Nobal B.","Rus, Vasile","Stefanescu, Dan",,,,,,,
"Niraula, Nobal B.","Stefanescu, Dan","Graesser, Arthur C.","Rus, Vasile",,,,,,
"Niu, Ke","Niu, Zhendong","Zhao, Xiangyu","Wang, Can","Kang, Kai","Ye, Min",,,,
"Nixon, Tristan",,,,,,,,,
"Nixon, Tristan","Fancsali, Stephen E.","Ritter, Steven",,,,,,,
"Nižnan, Juraj",,,,,,,,,
"Nižnan, Juraj","Pelánek, Radek","Řihák, Jiří",,,,,,,
"Nižnan, Juraj","Pelánek, Radek","Řihák, Jiří",,,,,,,
"Nogaito, Izuru","Yasuda, Keiji","Kimura, Hiroaki",,,,,,,
"Nooraei, Bahador","Pardos, Zachary A.","Heffernan, Neil T.","Baker, Ryan S.J.d.",,,,,,
"Nugent, Rebecca","Ayers, Elizabeth","Dean, Nema",,,,,,,
"Nugent, Rebecca","Dean, Nema","Ayers, Elizabeth",,,,,,,
"Nwaigwe, Adaeze","Koedinger, Kenneth R.",,,,,,,,
"Nye, Benjamin D.","Hajeer, Mustafa","Forsyth, Carol M.","Samei, Borhan","Millis, Keith","Hu, Xiangen",,,,
"Nye, Benjamin D.","Morrison, Donald M.","Samei, Borhan",,,,,,,
"Oeda, Shinichi","Ito, Yu","Yamanishi, Kenji",,,,,,,
"Oeda, Shinichi","Yamanishi, Kenji",,,,,,,,
"Olivares-Rodríguez, Cristian","Guenaga, Mariluz",,,,,,,,
"Olsen, Jennifer K.","Aleven, Vincent","Rummel, Nikol",,,,,,,
"Olson, Robert","Daily, Zachary","Malayny, John","Szkutak, Robert",,,,,,
"Ostrow, Korinn S.",,,,,,,,,
"Ostrow, Korinn S.","Donnelly, Christopher","Heffernan, Neil T.",,,,,,,
"Ostrow, Korinn S.","Heffernan, Neil T.",,,,,,,,
"Paassen, Benjamin","Jensen, Joris","Hammer, Barbara",,,,,,,
"Paassen, Benjamin","Mokbel, Bassam","Hammer, Barbara",,,,,,,
"Paepcke, Andreas","Lamb, Andrew","Ullman, Jeffrey","Hernandez, Jose",,,,,,
"Papoušek, Jan","Pelánek, Radek","Řihák, Jiří","Stanislav, Vít",,,,,,
"Papoušek, Jan","Pelánek, Radek","Vit, Stanislav",,,,,,,
"Paquette, Luc","De Carvalho, Adriana M. J. A.","Baker, Ryan S.J.d.","Ocumpaugh, Jaclyn L.",,,,,,
"Paquette, Luc","Ocumpaugh, Jaclyn L.","Baker, Ryan S.J.d.",,,,,,,
"Paquette, Luc","Rowe, Jonathan P.","Baker, Ryan S.J.d.","Mott, Bradford W.","Lester, James C.","DeFalco, Jeanine","Brawner, Keith","Sottilare, Robert","Georgoulas, Vasiliki",
"Pardos, Zachary A.","Beck, Joseph E.","Ruiz, Carolina","Heffernan, Neil T.",,,,,,
"Pardos, Zachary A.","Bergner, Yoav","Seaton, Daniel T.","Pritchard, David E.",,,,,,
"Pardos, Zachary A.","Gowda, Sujith M.","Baker, Ryan S.J.d.","Heffernan, Neil T.",,,,,,
"Pardos, Zachary A.","Heffernan, Neil T.",,,,,,,,
"Pardos, Zachary A.","Heffernan, Neil T.",,,,,,,,
"Pardos, Zachary A.","Trivedi, Shubhendu","Wang, Qing Yang",,,,,,,
"Patil, Sonal","Deshmukh, Om","Sharma, Arjun","Biswas, Arijit","Gandhi, Ankit",,,,,
"Pavlik Jr., Philip I.",,,,,,,,,
"Pavlik Jr., Philip I.","Cen, Hao","Koedinger, Kenneth R.",,,,,,,
"Pavlik Jr., Philip I.","Cen, Hao","Wu, Lili","Koedinger, Kenneth R.",,,,,,
"Pavlik Jr., Philip I.","Hua, Henry","Williams, Jamal","Bidelman, Gavin M.",,,,,,
"Pavlik Jr., Philip I.","Wu, Sue-Mei",,,,,,,,
"Pawl, Andrew",,,,,,,,,
"Pechenizkiy, Mykola","Calders, Toon","Vasilyeva, Ekaterina","De Bra, Paul",,,,,,
"Pechenizkiy, Mykola","Toledo, Pedro A.",,,,,,,,
"Pechenizkiy, Mykola","Trcka, Nikola","De Bra, Paul","Toledo, Pedro",,,,,,
"Pechenizkiy, Mykola","Trcka, Nikola","Vasilyeva, Ekaterina","van der Aalst, Wil","De Bra, Paul",,,,,
"Peckham, Terry","McCalla, Gordon",,,,,,,,
"Peckham, Terry","McCalla, Gordon",,,,,,,,
"Peddycord III, Barry","Hicks, Andrew","Barnes, Tiffany",,,,,,,
"Pelánek, Radek",,,,,,,,,
"Pelánek, Radek",,,,,,,,,
"Pelánek, Radek",,,,,,,,,
"Pelánek, Radek",,,,,,,,,
"Pelánek, Radek","Jarušek, Petr",,,,,,,,
"Pelánek, Radek","Řihák, Jiří",,,,,,,,
"Penteado, Bruno Elias",,,,,,,,,
"Pero, Štefan","Horváth, Tomás",,,,,,,,
"Piech, Chris","Huang, Jonathan","Chen, Zhenghao","Do, Chuong","Ng, Andrew","Koller, Daphne",,,,
"Popescu, Paul Stefan",,,,,,,,,
"Prata, David Nadler","Baker, Ryan S.J.d.","d.B. Costa, Evandro","Rose, Carolyn P.","Cui, Yi","De Carvalho, Adriana M. J. A.",,,,
"Price, Thomas W.","Lynch, Collin F.","Barnes, Tiffany","Chi, Min",,,,,,
"Qiu, Yumeng","Qi, Yingmei","Lu, Hanyuan","Pardos, Zachary A.","Heffernan, Neil T.",,,,,
"Quevedo, José Ramón","Montañés, Elena",,,,,,,,
"Quigley, David","Dibie, Ogheneovo","Sultan, Arafat","Van Horne, Katie","Penuel, William R.","Sumner, Tamara","Acholonu, Ugochi","Pinkard, Nichole",,
"Rabbany, Reihaneh Khorasgani","Takaffoli, Mansoureh","Zaïane, Osmar R.",,,,,,,
"Raca, Mirko","Dillenbourg, Pierre","Kidziński, Łukasz",,,,,,,
"Rafferty, Anna N.","Davenport, Jodi","Brunskill, Emma",,,,,,,
"Rafferty, Anna N.","Griffiths, Thomas L.",,,,,,,,
"Rafferty, Anna N.","Jansen, Rachel A.","Griffiths, Thomas L.",,,,,,,
"Rafferty, Anna N.","Lamar, Michelle M.","Griffiths, Thomas L.",,,,,,,
"Rai, Dovan","Beck, Joseph E.",,,,,,,,
"Rai, Dovan","Beck, Joseph E.",,,,,,,,
"Rai, Dovan","Beck, Joseph E.","Arroyo, Ivon",,,,,,,
"Rai, Dovan","Gong, Yue","Beck, Joseph E.",,,,,,,
"Ramachandran, Lakshmi","Ravindran, Balaraman","Gehringer, Edward",,,,,,,
"Ramanarayanan, Vikram","Khan, Saad",,,,,,,,
"Ranka, Ankit","Anwar, Faisal","Chae, Hui Soo",,,,,,,
"Räsänen, Pekka",,,,,,,,,
"Rau, Martina A.",,,,,,,,,
"Rau, Martina A.",,,,,,,,,
"Rau, Martina A.","Mason, Blake","Nowak, Robert",,,,,,,
"Rau, Martina A.","Pardos, Zachary A.",,,,,,,,
"Rau, Martina A.","Pardos, Zachary A.",,,,,,,,
"Rau, Martina A.","Scheines, Richard",,,,,,,,
"Rau, Martina A.","Scheines, Richard","Aleven, Vincent","Rummel, Nikol",,,,,,
"Ray, Fritz","Brawner, Keith","Robson, Robby",,,,,,,
"Recker, Mimi M.","Xu, Beijie","Hsi, Sherry","Garrard, Christine",,,,,,
"Ren, Zhiyun","Rangwala, Huzefa","Johri, Aditya",,,,,,,
"Rhodes, Nicholas M.","Ung, Matthew A.","Zundel, Alexander E.","Herold, James","Stahovich, Thomas F.",,,,,
"Riddle, Travis","Bhagavatula, Sowmya Sree","Guo, Weiwei","Muresan, Smaranda","Cohen, Geoff","Cook, Jonathan E.","Purdie-Vaughns, Valerie",,,
"Řihák, Jiří",,,,,,,,,
"Riofrío, Diego","Ramírez, Jaime",,,,,,,,
"Ritter, Steve","Fancsali, Stephen E.","Berman, Susan R.","Yudelson, Michael",,,,,,
"Ritter, Steven","Fancsali, Stephen E.",,,,,,,,
"Ritter, Steven","Fancsali, Stephen E.",,,,,,,,
"Ritter, Steven","Harris, Thomas K.","Nixon, Tristan","Dickison, Daniel","Murray, Charles","Towle, Brendon",,,,
"Ritter, Steven","Joshi, Ambarish","Fancsali, Stephen E.","Nixon, Tristan",,,,,,
"Rodrigo, Mercedes T.","Baker, Ryan S.J.d.","McLaren, Bruce M.","Jayme, Alejandra","Dy, Thomas T.",,,,,
"Rolleston, Rob","Howe, Richard","Sprague, Mary Ann",,,,,,,
"Rollinson, Joseph","Brunskill, Emma",,,,,,,,
"Romashkin, Nikita","Ignatov, Dmitry","Kolotova, Elena",,,,,,,
"Romero, Cristóbal","Castro, Cristóbal","Ventura, Sebastián",,,,,,,
"Romero, Cristóbal","Gutiérrez, Sergio","Freire, Manuel","Ventura, Sebastián",,,,,,
"Romero, Cristóbal","Olmo, Juan Luis","Ventura, Sebastián",,,,,,,
"Romero, Cristóbal","Romero, José Raúl","Luna, José María","Ventura, Sebastián",,,,,,
"Romero, Cristóbal","Ventura, Sebastián","Espejo, Pedro G.","Hervás, César",,,,,,
"Romero, Cristóbal","Ventura, Sebastián","Pedraza-Perez, Rafael",,,,,,,
"Romero, Cristóbal","Ventura, Sebastián","Vasilyeva, Ekaterina","Pechenizkiy, Mykola",,,,,,
"Roscoe, Rod D.","Jacovina, Matthew E.","Allen, Laura K.","Johnson, Adam C.","McNamara, Danielle S.",,,,,
"Rowe, Elizabeth","Asbell-Clarke, Jodi","Edwards, Teon","Eagle, Michael J.","Barnes, Tiffany","Brown, Rebecca","Hicks, Andrew",,,
"Rowe, Elizabeth","Baker, Ryan S.J.d.","Asbell-Clarke, Jodi",,,,,,,
"Rowe, Elizabeth","Baker, Ryan S.J.d.","Asbell-Clarke, Jodi","Kasman, Emily","Hawkins, William J.",,,,,
"Roy, Matthew E.","Roberts, R. Bruce","Makhoul, John I.","Kumar, Rohit",,,,,,
"Ruiz, Samara","Fernández-Castro, Isabel","Urretavizcaya, Maite",,,,,,,
"Rus, Vasile","Banjade, Rajendra","Ritter, Steve","Yudelson, Michael","Maharjan, Nabin","Morrison, Donald M.",,,,
"Rus, Vasile","Gautam, Dipesh","Swiecki, Zachari","Schaffer, David W.","Graesser, Arthur C.",,,,,
"Rus, Vasile","Lintean, Mihai","Azevedo, Roger",,,,,,,
"Rus, Vasile","Moldovan, Cristian","Niraula, Nobal B.","Graesser, Arthur C.",,,,,,
"Rus, Vasile","Stefanescu, Dan","Banjade, Rajendra","Lintean, Mihai","Niraula, Nobel B.",,,,,
"Saarela, Mirka","Kärkkäinen, Tommi",,,,,,,,
"Saarela, Mirka","Kärkkäinen, Tommi",,,,,,,,
"Sabourin, Jennifer L.","Kosturko, Lucy","FitzGerald, Clare","McQuiggan, Scott",,,,,,
"Sabourin, Jennifer L.","McQuiggan, Scott","De Waal, Andre",,,,,,,
"Sabourin, Jennifer L.","Mott, Bradford W.","Lester, James C.",,,,,,,
"Sabourin, Jennifer","Hoffmann, Kristin","McQuiggan, Scott","Kosturko, Lucy",,,,,,
"Sacín, César Vialardi","Agapito, Javier Bravo","Shafti, Leila","Ortigosa, Álvaro",,,,,,
"Sahebi, Shaghayegh","Lin, Yu-Ru","Brusilovsky, Peter",,,,,,,
"Sales, Adam C.","Pane, John F.",,,,,,,,
"Sales, Adam C.","Wilks, Asa","Pane, John F.",,,,,,,
"Salmeron-Majadas, Sergio","Santos, Olga C.","Boticario, Jesús G.",,,,,,,
"Salmeron-Majadas, Sergio","Santos, Olga C.","Boticario, Jesús G.",,,,,,,
"Salmeron-Majadas, Sergio","Santos, Olga C.","Boticario, Jesus G.","Cabestrero, Raúl","Quirós, Pilar","Saneiro, Mar",,,,
"Samei, Borhan","Keshtkar, Fazel","Rus, Vasile","Graesser, Arthur C.",,,,,,
"Samei, Borhan","Olney, Andrew M.","Kelly, Sean","Nystrand, Martin","D'Mello, Sidney K. D.","Blanchard, Nathaniel","Graesser, Arthur C.",,,
"Samei, Borhan","Olney, Andrew M.","Kelly, Sean","Nystrand, Martin","D'Mello, Sidney K. D.","Blanchard, Nathaniel","Sun, Xiaoyi","Glaus, Marcy","Graesser, Arthur C.",
"Samei, Borhan","Rus, Vasile","Nye, Benjamin D.","Morrison, Donald M.",,,,,,
"San Pedro, Maria Ofelia Z.",,,,,,,,,
"San Pedro, Maria Ofelia Z.","Baker, Ryan S.J.d.","Bowers, Alex J.","Heffernan, Neil T.",,,,,,
"San Pedro, Maria Ofelia Z.","Ocumpaugh, Jaclyn L.","Baker, Ryan S.J.d.","Heffernan, Neil T.",,,,,,
"San Pedro, Maria Ofelia Z.","Snow, Erica L.","Baker, Ryan S.J.d.","McNamara, Danielle S.","Heffernan, Neil T.",,,,,
"Sao Pedro, Michael A.","Baker, Ryan S.J.d.","Gobert, Janice D.",,,,,,,
"Sao Pedro, Michael A.","Baker, Ryan S.J.d.","Montalvo, Orlando","Nakama, Adam","Gobert, Janice D.",,,,,
"Schatten, Carlotta","Janning, Ruth","Schmidt-Thieme, Lars","Mavrikis, Manolis",,,,,,
"Scheihing, Eliana","Aros, Carolina","Guerra, Daniel",,,,,,,
"Scheines, Richard","Silver, Elizabeth","Goldin, Ilya M.",,,,,,,
"Schneider, Bertrand",,,,,,,,,
"Schneider, Bertrand","Blikstein, Paulo",,,,,,,,
"Schneider, Bertrand","Pea, Roy",,,,,,,,
"Schultz, Sarah E.","Arroyo, Ivon",,,,,,,,
"Seaton, Daniel T.","Bergner, Yoav","Pritchard, David E.",,,,,,,
"Segal, Avi",,,,,,,,,
"Segal, Avi","Katzir, Ziv","Gal, Ya'akov","Shani, Guy","Shapira, Bracha",,,,,
"Shanabrook, David H.","Cooper, David G.","Woolf, Beverly Park","Arroyo, Ivon",,,,,,
"Shapiro, R. Benjamin","Petry, Hisham","Gomez, Louis M.",,,,,,,
"Sharma, Kshitij","Jermann, Patrick","Dillenbourg, Pierre",,,,,,,
"Sherzad, Abdul Rahman",,,,,,,,,
"Shih, Benjamin","Koedinger, Kenneth R.","Scheines, Richard",,,,,,,
"Shih, Benjamin","Koedinger, Kenneth R.","Scheines, Richard",,,,,,,
"Shimada, Atsushi","Okubo, Fumiya","Ogata, Hiroaki",,,,,,,
"Shute, Valerie J.",,,,,,,,,
"Shute, Valerie J.","Wang, Lubin","Moore, Gregory R.",,,,,,,
"Siemens, George","Baker, Ryan S.J.d.","Gašević, Dragan",,,,,,,
"Silva, Andreia","Antunes, Cláudia",,,,,,,,
"Silva, Priscylla","Costa, Evandro","Pinheiro, Roberth",,,,,,,
"Silveira Gomes, July","Yassine, Mohamed","Worsley, Marcelo","Blikstein, Paulo",,,,,,
"Šimko, Marián","Bieliková, Mária",,,,,,,,
"Simon, Jean",,,,,,,,,
"Singh, Bhanu Pratap","Aggarwal, Varun",,,,,,,,
"Slater, Stefan","Ocumpaugh, Jaclyn L.","Baker, Ryan S.J.d.","Inventado, Paul Salvador","Scupelli, Peter","Heffernan, Neil T.",,,,
"Smith, Andy","Wiebe, Eric N.","Mott, Bradford W.","Lester, James C.",,,,,,
"Snow, Erica L.",,,,,,,,,
"Snow, Erica L.","Allen, Laura K.","Jackson, G. Tanner","McNamara, Danielle S.",,,,,,
"Snow, Erica L.","Allen, Laura K.","Russell, Devin G.","McNamara, Danielle S.",,,,,,
"Snow, Erica L.","Feng, Mingyu","Krumm, Andrew E.","Podkul, Timothy","Bowers, Alex J.",,,,,
